document_id,document_name,query_id,query,answers
39,Sustainable development goals,300,what is SDG 1,"SDG 1 is to: ""End poverty in all its forms everywhere"". Achieving SDG 1 would end extreme poverty globally by 2030. One of its indicators is the proportion of population living below the poverty line. The data gets analyzed by sex, age, employment status, and geographical location (urban/rural)."
39,Sustainable development goals,301,what is SDG 2 ,"SDG 2 is to: ""End hunger, achieve food security and improved nutrition, and promote sustainable agriculture"".[35] Indicators for this goal are for example the prevalence of undernourishment, prevalence of severe food insecurity, and prevalence of stunting among children under five years of age."
39,Sustainable development goals,302,what are the three aspects which needs to come togather to achieve sustainable development,"To achieve sustainable development, three aspects or dimensions need to come together: The economic, socio-political, and environmental dimensions are all critically important and interdependent. Progress will require multidisciplinary and trans-disciplinary research across all three sectors. This proves difficult when major governments fail to support it."
39,Sustainable development goals,303,what are the primary flaws in the design of the SDGs ,"Scholars have pointed out flaws in the design of the SDGs for the following aspects: ""the number of goals, the structure of the goal framework (for example, the non-hierarchical structure), the coherence between the goals, the specificity or measurability of the targets, the language used in the text, and their reliance on neoliberal economic development-oriented sustainable development as their core orientation""."
40,Balanced scorecard,304,what is balanced scorecard,"A balanced scorecard is a strategy performance management tool – a well structured report, that can be used by managers to keep track of the execution of activities by the staff within their control and to monitor the consequences arising from these actions."
40,Balanced scorecard,305,what are the critical characteristics of a balanced score card ,"The critical characteristics that define a Balanced Scorecard are: its focus on the strategic agenda of the organization/coalition concerned; a focused set of measurements to monitor performance against objectives; a mix of financial and non-financial data items (originally divided into four ""perspectives"" - Financial, Customer, Internal Process, and Learning & Growth); and, a portfolio of initiatives designed to impact performance of the measures/objectives."
40,Balanced scorecard,306,what was the initial purpose of a balanced scorecard ,"Balanced Scorecard was initially proposed as a general purpose performance management system. Subsequently, it was promoted specifically as an approach to strategic performance management.[5] Balanced scorecard has more recently become a key component of structured approaches to corporate strategic management."
40,Balanced scorecard,307,what are the primary uses of modern balanced scorecard ,"Two of the ideas that underpin modern balanced scorecard designs concern making it easier to select which data to observe, and ensuring that the choice of data is consistent with the ability of the observer to intervene."
40,Balanced scorecard,308,how doesbalanced scorecard contribute different organisations in their strategy making decisions,"The characteristic feature of the balanced scorecard and its derivatives is the presentation of a mixture of financial and non-financial measures each compared to a 'target' value within a single concise report. The report is not meant to be a replacement for traditional financial or operational reports but a succinct summary that captures the information most relevant to those reading it. It is the method by which this 'most relevant' information is determined (i.e., the design processes used to select the content) that most differentiates the various versions of the tool in circulation. The balanced scorecard indirectly also provides a useful insight into an organisation's strategy – by requiring general strategic statements (e.g. mission, vision) to be precipitated into more specific/tangible forms."
40,Balanced scorecard,309,what is meant by design of a balanced scorecard,"Design of a balanced scorecard is about the identification of a small number of financial and non-financial measures and attaching targets to them, so that when they are reviewed it is possible to determine whether current performance 'meets expectations'. By alerting managers to areas where performance deviates from expectations, they can be encouraged to focus their attention on these areas, and hopefully as a result trigger improved performance within the part of the organization they lead."
40,Balanced scorecard,310,what are the four major required steps to design a balanced scorecard mentioned in the Kaplan & Norton's writing ,"This is illustrated well by the four steps required to design a balanced scorecard included in Kaplan & Norton's writing on the subject in the late 1990s: 1)  Translating the vision into operational goals; 2)  Communicating the vision and link it to individual performance; 3)  Business planning; index setting; 4)  Feedback and learning, and adjusting the strategy accordingly."
40,Balanced scorecard,311,does a balanced scorecard alone has any role in the formation of business strategy ,"Although it helps focus managers' attention on strategic issues and the management of the implementation of strategy, it is important to remember that the balanced scorecard itself has no role in the formation of strategy.[7] In fact, balanced scorecards can co-exist with strategic planning systems and other tools."
40,Balanced scorecard,312,what were the four perspectives used in the first generation balanced scorecard ,"The original four ""perspectives"" proposed were: Financial: encourages the identification of a few relevant high-level financial measures. In particular, designers were encouraged to choose measures that helped inform the answer to the question ""How do we look to shareholders?"" Examples: cash flow, sales growth, operating income, return on equity; Customer: encourages the identification of measures that answer the question ""What is important to our customers and stakeholders?"" Examples: percent of sales from new products, on time delivery, share of important customersâ€™ purchases, ranking by important customers; Internal business processes: encourages the identification of measures that answer the question ""What must we excel at?""Examples: cycle time, unit cost, yield, new product introductions; Learning and growth: encourages the identification of measures that answer the question ""How can we continue to improve, create value and innovate?"". Examples: time to develop new generation of products, life cycle to product maturity, time to market versus competition;"
40,Balanced scorecard,313,what modifications were introduced in the second generation balanced scorecard ,"In this modified version of balanced scorecard design, managers select a few strategic objectives within each of the perspectives, and then define the cause-effect chain among these objectives by drawing links between them to create a ""strategic linkage model"". A balanced scorecard of strategic performance measures is then derived directly by selecting one or two measures for each strategic objective. This type of approach provides greater contextual justification for the measures chosen, and is generally easier for managers to work through. This style of balanced scorecard has been commonly used since 1996 or so: it is significantly different in approach to the methods originally proposed, and so can be thought of as representing the ""2nd generation"" of design approach adopted for the balanced scorecard since its introduction."
40,Balanced scorecard,314,what were the primary problems with the design of the second generation balanced scorecard ,"In the late 1990s, the design approach had evolved yet again. One problem with the ""second generation"" design approach described above was that the plotting of causal links amongst twenty or so medium-term strategic goals was still a relatively abstract activity. In practice it ignored the fact that opportunities to intervene to influence strategic goals are (and need to be) anchored in current and real management activity. Secondly, the need to ""roll forward"" and test the impact of these goals necessitated the reference to an additional design instrument: a statement of what ""strategic success"", or the ""strategic end-state"", looked like (which in turn would be related to the organisation's Mission or Vision Statement). This reference point was called a Destination Statement. It was quickly realized that if a Destination Statement was created at the beginning of the design process then it became easier to select the appropriate strategic activity and outcome objectives which if achieved would deliver it. Measures and targets could then be selected to track the achievement of these objectives. Design methods that incorporate a Destination Statement or equivalent (e.g. the results-based management method proposed by the UN in 2002) represent a tangibly different design approach to those that went before and so have been proposed as representing a ""third generation"" design method for balanced scorecards."
40,Balanced scorecard,315,what improvements were introduced in the third generation balanced scorecard over the second generation ,"Third generation balanced scorecards improved the utility of second generation of balanced scorecards, giving more relevance and functionality to strategic objectives. The major difference is the incorporation of Destination Statements. Other key components are strategic objectives, strategic linkage model and perspectives, measures and initiatives."
41,Sustainability accounting ,316,what is sustainability accounting ,"Sustainability accounting (also known as social accounting, social and environmental accounting, corporate social reporting, corporate social responsibility reporting, or non-financial reporting) was originated about 20 years ago[1] and is considered a subcategory of financial accounting that focuses on the disclosure of non-financial information about a firm's performance to external stakeholders, such as capital holders, creditors, and other authorities. Sustainability accounting represents the activities that have a direct impact on society, environment, and economic performance of an organisation. Sustainability accounting in managerial accounting contrasts with financial accounting in that managerial accounting is used for internal decision making and the creation of new policies that will have an effect on the organisation's performance at economic, ecological, and social (known as the triple bottom line or Triple-P's; People, Planet, Profit) level. Sustainability accounting is often used to generate value creation within an organisation."
41,Sustainability accounting ,317,what is the use of sustainablity accounting ,"Sustainability accounting (also known as social accounting, social and environmental accounting, corporate social reporting, corporate social responsibility reporting, or non-financial reporting) was originated about 20 years ago[1] and is considered a subcategory of financial accounting that focuses on the disclosure of non-financial information about a firm's performance to external stakeholders, such as capital holders, creditors, and other authorities. Sustainability accounting represents the activities that have a direct impact on society, environment, and economic performance of an organisation. Sustainability accounting in managerial accounting contrasts with financial accounting in that managerial accounting is used for internal decision making and the creation of new policies that will have an effect on the organisation's performance at economic, ecological, and social (known as the triple bottom line or Triple-P's; People, Planet, Profit) level. Sustainability accounting is often used to generate value creation within an organisation."
41,Sustainability accounting ,318,which factors are responsible for the develpoment of sustainability accounting,"This development has been driven by multiple factors connected to: 1) Sustainability issues that materially affect a company's creation of value, risk and liabilities; 2) The need for business to appropriately respond to sustainable growth."
41,Sustainability accounting ,319,what are the basic requirements for the analytical frameworks of sustaiability accounting ,"Various types of frameworks are being used nowadays depending on the purpose of measurement. These frameworks seek to: Integrate the economic, environmental and social dimensions of sustainable development; Have sound foundations and to maintain key information needed to improve sustainable development measurements; Clarify relationships between different indicators and policies;"
41,Sustainability accounting ,320,what are two different approaches offered by OECD on sustainability accounting ,The OECD offers two different approaches to the accounting framework for sustainability accounting: 1) Measuring environmental-economic-social interrelationships; 2) Wealth-based approaches.
41,Sustainability accounting ,321,what are the specific techniques to measure information in sustainability accounting,"Specific techniques to measure information in sustainability accounting: 1) Inventory Approach, 2) Sustainable Cost Approach, 3) Resource Flow/Input-Output Approach."
41,Sustainability accounting ,322,how does inventory approach work to measure information in sustainability reporting ,"The Inventory Approach focuses on the different categories of natural capital and their consumption and/or enhancement. This approach identifies, records, monitors, and then reports on these different categories. These categories are analyzed according to specific classifications, including critical, non-renewable/nonsubstitutable, non-renewable/substitutable, and renewable natural capital."
41,Sustainability accounting ,323,how does sustainable cost approach work to measure information in sustainability reporting ,"The Sustainable Cost Approach results in a notional amount on the income statement that quantifies the organization's failure to ""leave the biosphere at the end of the accounting period no worse off than it was at the beginning of the accounting period"". In other words, this amount represents how much it would cost an organization to return the biosphere to its natural state at the beginning of the accounting period."
41,Sustainability accounting ,324,how does resource flow or input-output approach work to measure information in sustainability reporting ,"The Resource Flow/Input-Output Approach attempts to report the resource flows of the organization. Rather than explicitly reporting sustainability, it focuses on resources used to provide transparency. This approach catalogues the resources flowing into and out of the organization to pinpoint potential areas of improvement."
41,Sustainability accounting ,325,what are the primary motivations to practise sustainability reporting ,"There are six main motivations for practicing sustainability accounting: 1) Greenwashing; 2) Mimicry and industry pressure; 3) Legislative pressure; 4) Stakeholder pressure and ensuring the ""license to operate""; 5) Self-regulation, corporate responsibility and ethical reasons; 6) Managing the business case for sustainability."
42,Greenwasing ,326,what is greenwashing,"Greenwashing (a compound word modeled on ""whitewash""), also called ""green sheen"", is a form of advertising or marketing spin in which green PR and green marketing are deceptively used to persuade the public that an organization's products, aims and policies are environmentally friendly. Companies that intentionally take up greenwashing communication strategies often do so in order to distance themselves from their own environmental lapses or those of their suppliers."
42,Greenwasing ,327,To what extent greenwashing can be used ,"An example of greenwashing is when an organization spends significantly more resources on advertising being ""green"" than on environmentally sound practices. Greenwashing can range from changing the name or label of a product to evoke the natural environment (for example on a product containing harmful chemicals) to multimillion-dollar campaigns that portray highly-polluting energy companies as eco-friendly. Greenwashing covers up unsustainable corporate agendas and policies. Highly public accusations of greenwashing have contributed to the term's increasing use."
42,Greenwasing ,328,why greenwashing is being used by many corporations ,"Many corporations use greenwashing to improve public perception of their brands. Complex corporate structures can further obscure the big picture.[7] Critics of the practice suggest the rise of greenwashing, paired with ineffective regulation, contributes to consumer skepticism of all green claims and diminishes the power of the consumer to drive companies toward greener manufacturing processes and business operations."
42,Greenwasing ,329,"what are the ""seven sins of greenwashing"" addressed by the TerraChoice which is an environmental consulting division of UL to ""help consumers identify products that made misleading environmental claims""","TerraChoice, an environmental consulting division of UL, described ""seven sins of greenwashing"" in 2007 to ""help consumers identify products that made misleading environmental claims"": 1) Hidden Trade-off: a claim that a product is ""green"" based on an unreasonably narrow set of attributes without attention to other important environmental issues; 2) No Proof: a claim that cannot be substantiated by easily accessible information or by a reliable third-party certification; 3) Vagueness: a claim that is so poorly defined or broad that its real meaning is likely to be misunderstood by the consumer. ""All-natural"", for example, is not necessarily ""green""; 4) Worshiping False Labels: a claim that, through words or images, gives the impression of a third-party endorsement where none exists; 5) rrelevance: a claim that may be truthful but which is unimportant or unhelpful to consumers seeking environmentally-preferable products; 6) Lesser of Two Evils: a claim that may be true within the product category, but that risks distracting consumers from the greater environmental impact of the category as a whole; 7) Fibbing: a claim that is simply false."
42,Greenwasing ,330,how did the term 'greenwashing' come,"The term greenwashing was coined by New York environmentalist Jay Westerveld in a 1986 essay about the hotel industry's practice of placing notices in bedrooms promoting reuse of towels to ""save the environment"". He noted that often little or no effort toward reducing energy waste was made by these institutions, although towel reuse saved them laundry costs. He concluded that often the real objective was increased profit and labeled this and other profitable-but-ineffective ""environmentally-conscientious"" acts as greenwashing."
43,Fuel efficiency,331,What is fuel efficiency and how is it related to thermal efficiency?,"Fuel efficiency is a form of thermal efficiency, meaning the ratio of effort to result of a process that converts chemical potential energy contained in a carrier (fuel) into kinetic energy or work. Overall fuel efficiency may vary per device, which in turn may vary per application, and this spectrum of variance is often illustrated as a continuous energy profile. Non-transportation applications, such as industry, benefit from increased fuel efficiency, especially fossil fuel power plants or industries dealing with combustion, such as ammonia production during the Haber process."
43,Fuel efficiency,332,Why is fuel consumption considered a more accurate measure of a vehicle's performance than fuel economy?,"Fuel consumption is a more accurate measure of a vehicle's performance because it is a linear relationship while fuel economy leads to distortions in efficiency improvements.Weight-specific efficiency (efficiency per unit weight) may be stated for freight, and passenger-specific efficiency (vehicle efficiency per passenger) for passenger vehicles."
43,Fuel efficiency,333,What factors determine a vehicle's fuel efficiency?,"Fuel efficiency is dependent on many parameters of a vehicle, including its engine parameters, aerodynamic drag, weight, AC usage, fuel and rolling resistance. There have been advances in all areas of vehicle design in recent decades. Fuel efficiency of vehicles can also be improved by careful maintenance and driving habits."
43,Fuel efficiency,334,How does the engine shut off in hybrid vehicles to improve fuel efficiency?,"Hybrid vehicles use two or more power sources for propulsion. In many designs, a small combustion engine is combined with electric motors. Kinetic energy which would otherwise be lost to heat during braking is recaptured as electrical power to improve fuel efficiency. The larger batteries in these vehicles power the car's electronics, allowing the engine to shut off and avoid prolonged idling."
43,Fuel efficiency,335,What is specific energy content in fuel?,"The specific energy content of a fuel is the heat energy obtained when a certain quantity is burned (such as a gallon, litre, kilogram). It is sometimes called the heat of combustion. There exists two different values of specific heat energy for the same batch of fuel. One is the high (or gross) heat of combustion and the other is the low (or net) heat of combustion. The high value is obtained when, after the combustion, the water in the exhaust is in liquid form. For the low value, the exhaust has all the water in vapor form (steam). Since water vapor gives up heat energy when it changes from vapor to liquid, the liquid water value is larger since it includes the latent heat of vaporization of water. The difference between the high and low values is significant, about 8 or 9%. This accounts for most of the apparent discrepancy in the heat value of gasoline. In the U.S. (and the table) the high heat values have traditionally been used, but in many other countries, the low heat values are commonly used."
43,Fuel efficiency,336,"What is the high (or gross) heat of combustion, and how is it obtained?","The specific energy content of a fuel is the heat energy obtained when a certain quantity is burned (such as a gallon, litre, kilogram). It is sometimes called the heat of combustion. There exists two different values of specific heat energy for the same batch of fuel. One is the high (or gross) heat of combustion and the other is the low (or net) heat of combustion. The high value is obtained when, after the combustion, the water in the exhaust is in liquid form. For the low value, the exhaust has all the water in vapor form (steam). Since water vapor gives up heat energy when it changes from vapor to liquid, the liquid water value is larger since it includes the latent heat of vaporization of water. The difference between the high and low values is significant, about 8 or 9%. This accounts for most of the apparent discrepancy in the heat value of gasoline. In the U.S. (and the table) the high heat values have traditionally been used, but in many other countries, the low heat values are commonly used."
43,Fuel efficiency,337,What is the fuel efficiency of a reasonably modern European supermini on the motorway and in city traffic?,"A reasonably modern European supermini and many mid-size cars, including station wagons, may manage motorway travel at 5 L/100 km (47 mpg US/56 mpg imp) or 6.5 L/100 km in city traffic (36 mpg US/43 mpg imp), with carbon dioxide emissions of around 140 g/km."
43,Fuel efficiency,338,How do European-built cars compare to US vehicles in terms of fuel efficiency?,"European-built cars are generally more fuel-efficient than US vehicles. While Europe has many higher efficiency diesel cars, European gasoline vehicles are on average also more efficient than gasoline-powered vehicles in the USA. Most European vehicles cited in the CSI study run on diesel engines, which tend to achieve greater fuel efficiency than gas engines. Selling those cars in the United States is difficult because of emission standards, notes Walter McManus, a fuel economy expert at the University of Michigan Transportation Research Institute. ""For the most part, European diesels don’t meet U.S. emission standards"", McManus said in 2007. Another reason why many European models are not marketed in the United States is that labor unions object to having the big 3 import any new foreign built models regardless of fuel economy while laying off workers at home."
43,Fuel efficiency,339,Why is selling European diesel cars in the United States difficult?,"European-built cars are generally more fuel-efficient than US vehicles. While Europe has many higher efficiency diesel cars, European gasoline vehicles are on average also more efficient than gasoline-powered vehicles in the USA. Most European vehicles cited in the CSI study run on diesel engines, which tend to achieve greater fuel efficiency than gas engines. Selling those cars in the United States is difficult because of emission standards, notes Walter McManus, a fuel economy expert at the University of Michigan Transportation Research Institute. ""For the most part, European diesels don’t meet U.S. emission standards"", McManus said in 2007. Another reason why many European models are not marketed in the United States is that labor unions object to having the big 3 import any new foreign built models regardless of fuel economy while laying off workers at home."
43,Fuel efficiency,340,What is the common distribution of a flame under normal gravity conditions and why does it occur?,"The common distribution of a flame under normal gravity conditions depends on convection, because soot tends to rise to the top of a flame, such as in a candle, making the flame yellow. In microgravity or zero gravity, such as an environment in outer space, convection no longer occurs, and the flame becomes spherical, with a tendency to become more blue and more efficient. There are several possible explanations for this difference, of which the most likely one given is the hypothesis that the temperature is evenly distributed enough that soot is not formed and complete combustion occurs., National Aeronautics and Space Administration, April 2005. Experiments by NASA in microgravity reveal that diffusion flames in microgravity allow more soot to be completely oxidised after they are produced than diffusion flames on Earth, because of a series of mechanisms that behaved differently in microgravity when compared to normal gravity conditions.LSP-1 experiment results, National Aeronautics and Space Administration, April 2005. Premixed flames in microgravity burn at a much slower rate and more efficiently than even a candle on Earth, and last much longer."
43,Fuel efficiency,341,How do premixed flames behave in microgravity compared to a candle on Earth?,"The common distribution of a flame under normal gravity conditions depends on convection, because soot tends to rise to the top of a flame, such as in a candle, making the flame yellow. In microgravity or zero gravity, such as an environment in outer space, convection no longer occurs, and the flame becomes spherical, with a tendency to become more blue and more efficient. There are several possible explanations for this difference, of which the most likely one given is the hypothesis that the temperature is evenly distributed enough that soot is not formed and complete combustion occurs., National Aeronautics and Space Administration, April 2005. Experiments by NASA in microgravity reveal that diffusion flames in microgravity allow more soot to be completely oxidised after they are produced than diffusion flames on Earth, because of a series of mechanisms that behaved differently in microgravity when compared to normal gravity conditions.LSP-1 experiment results, National Aeronautics and Space Administration, April 2005. Premixed flames in microgravity burn at a much slower rate and more efficiently than even a candle on Earth, and last much longer."
44,Latent Heat ,342,What is latent heat?,"Latent heat (also known as latent energy or heat of transformation) is energy released or absorbed, by a body or a thermodynamic system, during a constant-temperature process — usually a first-order phase transition."
44,Latent Heat ,343,How does latent heat differ from sensible heat?,"In contrast to latent heat, sensible heat is energy transferred as heat, with a resultant temperature change in a body."
44,Latent Heat ,344,"Who introduced the term ""latent heat,"" and in what context was it used?",The term was introduced around 1762 by Scottish chemist Joseph Black. It is derived from the Latin latere (to lie hidden). Black used the term in the context of calorimetry where a heat transfer caused a volume change in a body while its temperature was constant.
44,Latent Heat ,345,What is the difference between sensible heat and latent heat?,"The terms ?sensible heat? and ?latent heat? refer to energy transferred between a body and its surroundings, defined by the occurrence or non-occurrence of temperature change; they depend on the properties of the body. ?Sensible heat? is ?sensed? or felt in a process as a change in the body's temperature. ?Latent heat? is energy transferred in a process without change of the body's temperature, for example, in a phase change (solid/liquid/gas)."
44,Latent Heat ,346,How is sensible heat sensed or felt in a process?,"The terms ?sensible heat? and ?latent heat? refer to energy transferred between a body and its surroundings, defined by the occurrence or non-occurrence of temperature change; they depend on the properties of the body. ?Sensible heat? is ?sensed? or felt in a process as a change in the body's temperature. ?Latent heat? is energy transferred in a process without change of the body's temperature, for example, in a phase change (solid/liquid/gas)."
44,Latent Heat ,347,What is the association between latent heat and atmospheric or ocean water?,"Both sensible and latent heats are observed in many processes of transfer of energy in nature. Latent heat is associated with the change of phase of atmospheric or ocean water, vaporization, condensation, freezing or melting, whereas sensible heat is energy transferred that is evident in change of the temperature of the atmosphere or ocean, or ice, without those phase changes, though it is associated with changes of pressure and volume."
44,Latent Heat ,348,What are the two common forms of latent heat?,"When a body is heated at constant temperature by thermal radiation in a microwave field for example, it may expand by an amount described by its latent heat with respect to volume or latent heat of expansion, or increase its pressure by an amount described by its latent heat with respect to pressure.Latent heat is energy released or absorbed, by a body or a thermodynamic system, during a constant-temperature process. Two common forms of latent heat are latent heat of fusion (melting) and latent heat of vaporization (boiling). These names describe the direction of energy flow when changing from one phase to the next: from solid to liquid, and liquid to gas."
44,Latent Heat ,349,What happens to the latent energy absorbed during evaporation when vapor condenses to a liquid on a surface?,"If the vapor then condenses to a liquid on a surface, then the vapor's latent energy absorbed during evaporation is released as the liquid's sensible heat onto the surface."
44,Latent Heat ,350,Why is steam a more effective heating medium than boiling water?,"The large value of the enthalpy of condensation of water vapor is the reason that steam is a far more effective heating medium than boiling water, and is more hazardous."
44,Latent Heat ,351,What is latent heat flux in meteorology?,"In meteorology, latent heat flux is the flux of energy from the Earth's surface to the atmosphere that is associated with evaporation or transpiration of water at the surface and subsequent condensation of water vapor in the troposphere. It is an important component of Earth's surface energy budget. Latent heat flux has been commonly measured with the Bowen ratio technique, or more recently since the mid-1900s by the eddy covariance method."
44,Latent Heat ,352,How did James Prescott Joule characterize latent energy and sensible heat?,"Later, James Prescott Joule characterised latent energy as the energy of interaction in a given configuration of particles, i.e. a form of potential energy, and the sensible heat as an energy that was indicated by the thermometer,relating the latter to thermal energy."
44,Latent Heat ,353,How is latent heat flux  measured?,"In meteorology, latent heat flux is the flux of energy from the Earth's surface to the atmosphere that is associated with evaporation or transpiration of water at the surface and subsequent condensation of water vapor in the troposphere. It is an important component of Earth's surface energy budget. Latent heat flux has been commonly measured with the Bowen ratio technique, or more recently since the mid-1900s by the eddy covariance method."
45,Sublimation (phase transition),354,What is deposition or desublimation?,"Sublimation is the transition of a substance directly from the solid to the gas state,without passing through the liquid state.Sublimation is an endothermic process that occurs at temperatures and pressures below a substance's triple point in its phase diagram, which corresponds to the lowest pressure at which the substance can exist as a liquid. The reverse process of sublimation is deposition or desublimation, in which a substance passes directly from a gas to a solid phase.Sublimation has also been used as a generic term to describe a solid-to-gas transition (sublimation) followed by a gas-to-solid transition (deposition).While vaporization from liquid to gas occurs as evaporation from the surface if it occurs below the boiling point of the liquid, and as boiling with formation of bubbles in the interior of the liquid if it occurs at the boiling point, there is no such distinction for the solid-to-gas transition which always occurs as sublimation from the surface."
45,Sublimation (phase transition),355,"Under what conditions can any solid sublimate, and why is sublimation easier than evaporation from the melt for some substances such as carbon and arsenic?","At normal pressures, most chemical compounds and elements possess three different states at different temperatures. In these cases, the transition from the solid to the gaseous state requires an intermediate liquid state. The pressure referred to is the partial pressure of the substance, not the total (e.g. atmospheric) pressure of the entire system. Thus, any solid can sublimate if its vapour pressure is higher than the surrounding partial pressure of the same substance, and in some cases sublimates at an appreciable rate (e.g. water ice just below 0 °C). For some substances, such as carbon and arsenic, sublimation is much easier than evaporation from the melt, because the pressure of their triple point is very high, and it is difficult to obtain them as liquids."
45,Sublimation (phase transition),356,What is naphthalene and where is it commonly found?,"Naphthalene, an organic compound commonly found in pesticides such as mothballs, sublimes easily because it is made of non-polar molecules that are held together only by van der Waals intermolecular forces. Naphthalene is a solid that sublimes at standard atmospheric temperature with the sublimation point at around 80 °C or 176 °F.At low temperature, its vapour pressure is high enough, 1 mmHg at 53 °C, to make the solid form of naphthalene evaporate into gas. On cool surfaces, the naphthalene vapours will solidify to form needle-like crystals."
45,Sublimation (phase transition),357,How is sublimation used to purify compounds?,"Sublimation is a technique used by chemists to purify compounds. A solid is typically placed in a sublimation apparatus and heated under vacuum. Under this reduced pressure, the solid volatilizes and condenses as a purified compound on a cooled surface (cold finger), leaving a non-volatile residue of impurities behind. Once heating ceases and the vacuum is removed, the purified compound may be collected from the cooling surface.For even higher purification efficiencies, a temperature gradient is applied, which also allows for the separation of different fractions. Typical setups use an evacuated glass tube that is heated gradually in a controlled manner. The material flow is from the hot end, where the initial material is placed, to the cold end that is connected to a pump stand. By controlling temperatures along the length of the tube, the operator can control the zones of re-condensation, with very volatile compounds being pumped out of the system completely (or caught by a separate cold trap), moderately volatile compounds re-condensing along the tube according to their different volatilities, and non-volatile compounds remaining in the hot end. Vacuum sublimation of this type is also the method of choice for purification of organic compounds for use in the organic electronics industry, where very high purities (often > 99.99%) are needed to satisfy the standards for consumer electronics and other applications."
45,Sublimation (phase transition),358,How does the process of sublimation work in dye-sub printing?,"Dye-sub printing is a digital printing technology using full color artwork that works with polyester and polymer-coated substrates. Also referred to as digital sublimation, the process is commonly used for decorating apparel, signs and banners, as well as novelty items such as cell phone covers, plaques, coffee mugs, and other items with sublimation-friendly surfaces. The process uses the science of sublimation, in which heat and pressure are applied to a solid, turning it into a gas through an endothermic reaction without passing through the liquid phase."
45,Sublimation (phase transition),359,How does the process of sublimation work in dye-sub printing?,"Dye-sub printing is a digital printing technology using full color artwork that works with polyester and polymer-coated substrates. Also referred to as digital sublimation, the process is commonly used for decorating apparel, signs and banners, as well as novelty items such as cell phone covers, plaques, coffee mugs, and other items with sublimation-friendly surfaces. The process uses the science of sublimation, in which heat and pressure are applied to a solid, turning it into a gas through an endothermic reaction without passing through the liquid phase."
46,Game of Thrones,360,Which book is Game of Thrones based on?,"Game of Thrones is roughly based on the storylines of the A Song of Ice and Fire book series by George R. R. Martin, set in the fictional Seven Kingdoms of Westeros and the continent of Essos. The series follows several simultaneous plot lines. The first story arc follows a war of succession among competing claimants for control of the Iron Throne of the Seven Kingdoms, with other noble families fighting for independence from the throne. The second concerns the exiled scion's actions to reclaim the throne; the third chronicles the threat of the impending winter, as well as the legendary creatures and fierce peoples of the North."
46,Game of Thrones,361,Who are the members of House Stark and what is their relationship to Eddard Stark?,"Eddard ""Ned"" Stark (Sean Bean) is the head of House Stark. He and his wife, Catelyn (Michelle Fairley), have five children: Robb (Richard Madden), Sansa (Sophie Turner), Arya (Maisie Williams), Bran (Isaac Hempstead-Wright), and Rickon (Art Parkinson). Ned also has an illegitimate son, Jon Snow (Kit Harington), who, along with his scholarly friend, Samwell Tarly (John Bradley), serve in the Night's Watch under Lord Commander Jeor Mormont (James Cosmo). The Wildlings living north of the Wall include the young Gilly (Hannah Murray) and the warriors Tormund Giantsbane (Kristofer Hivju) and Ygritte (Rose Leslie)."
46,Game of Thrones,362,Who are the other characters associated with House Stark and what are their roles in the story? ,"Others associated with House Stark include Ned's ward Theon Greyjoy (Alfie Allen), Ned's vassal Roose Bolton (Michael McElhatton), and Roose's illegitimate son, Ramsay (Iwan Rheon). Robb accepts help from the healer Talisa Maegyr (Oona Chaplin), while elsewhere, Arya befriends the blacksmith's apprentice Gendry Rivers (Joe Dempsie) and the assassin Jaqen H'ghar (Tom Wlaschiha). In the Stormlands, the tall warrior Brienne of Tarth (Gwendoline Christie) serves on the Rainbow Guard."
46,Game of Thrones,363,Who are the main characters in King's Landing and what are their relationships to each other? ,"In King's Landing, Ned's old friend, King Robert I Baratheon (Mark Addy), shares a loveless political marriage with Cersei Lannister (Lena Headey). Her younger twin brother, Ser Jamie (Nikolaj Coster-Waldau), serves on the Kingsguard. The third and youngest Lannister sibling is the dwarf Tyrion (Peter Dinklage), who is attended by his mistress Shae (Sibel Kekilli) and the sellsword Bronn (Jerome Flynn). Cersei's father is Tywin (Charles Dance), head of House Lannister and richest man in Westeros. Cersei has two sons: Joffrey (Jack Gleeson) and Tommen (Dean-Charles Chapman). Joffrey is guarded by the scar-faced warrior Sandor ""The Hound"" Clegane (Rory McCann)."
46,Game of Thrones,364,Who are the members of the king's Small Council and what are their roles?,"The king's Small Council of advisors includes, among others, the crafty Master of Coin, Lord Petyr ""Littlefinger"" Baelish (Aidan Gillen), and the eunuch spymaster, Lord Varys (Conleth Hill). In Dragonstone, Robert's younger brother, Stannis (Stephen Dillane), is advised by the foreign priestess Melisandre (Carice van Houten) and former smuggler Ser Davos Seaworth (Liam Cunningham). In the Reach, the Tyrell family, led by its matriarch Olenna (Diana Rigg), is represented at court by Margaery (Natalie Dormer), the matriarch's granddaughter. The High Sparrow (Jonathan Pryce) is eventually given power as a religious leader. In the southern principality of Dorne, the warrior Ellaria Sand (Indira Varma) seeks vengeance against the Lannisters."
